Target_id	Tax_id	Gene_id	Gene_name	Gene_alias	Db_xrefs	Chromosome	Map_location	Description	Type_of_gene	TTD_target_id	TTD_target_type
HBTAR000128	9606	204	AK2	ADK2	OMIM:103020; HGNC:HGNC:362; Ensembl:ENSG00000004455	1	1p35.1	adenylate kinase 2	protein-coding	NA	/
HBTAR000129	9606	205	AK4	AK 4; AK3; AK3L1; AK3L2	OMIM:103030; HGNC:HGNC:363; Ensembl:ENSG00000162433	1	1p31.3	adenylate kinase 4	protein-coding	NA	/
HBTAR000130	9606	207	AKT1	AKT; CWS6; PKB; PKB-ALPHA; PRKBA; RAC; RAC-ALPHA	OMIM:164730; HGNC:HGNC:391; Ensembl:ENSG00000142208	14	14q32.33	AKT serine/threonine kinase 1	protein-coding	T67619	Clinical Trial target
HBTAR000131	9606	208	AKT2	HIHGHH; PKBB; PKBBETA; PRKBB; RAC-BETA	OMIM:164731; HGNC:HGNC:392; Ensembl:ENSG00000105221	19	19q13.2	AKT serine/threonine kinase 2	protein-coding	T94621	Research target
HBTAR000132	9606	210	ALAD	ALADH; PBGS	OMIM:125270; HGNC:HGNC:395; Ensembl:ENSG00000148218	9	9q32	aminolevulinate dehydratase	protein-coding	T20514	Successful target
HBTAR000133	9606	211	ALAS1	ALAS; ALAS-H; ALAS3; ALASH; MIG4	OMIM:125290; HGNC:HGNC:396; Ensembl:ENSG00000023330	3	3p21.2	5'-aminolevulinate synthase 1	protein-coding	NA	/
HBTAR000134	9606	212	ALAS2	ALAS-E; ALASE; ANH1; ASB; SIDBA1; XLDPP; XLEPP; XLSA	OMIM:301300; HGNC:HGNC:397; Ensembl:ENSG00000158578	X	Xp11.21	5'-aminolevulinate synthase 2	protein-coding	NA	/
HBTAR000135	9606	213	ALB	HSA; PRO0883; PRO0903; PRO1341	OMIM:103600; HGNC:HGNC:399; Ensembl:ENSG00000163631	4	4q13.3	albumin	protein-coding	T63068	Successful target
HBTAR000136	9606	214	ALCAM	CD166; MEMD	OMIM:601662; HGNC:HGNC:400; Ensembl:ENSG00000170017	3	3q13.11	activated leukocyte cell adhesion molecule	protein-coding	T73404	Research target
HBTAR000137	9606	216	ALDH1A1	ALDC; ALDH-E1; ALDH1; ALDH11; HEL-9; HEL-S-53e; HEL12; PUMB1; RALDH1	OMIM:100640; HGNC:HGNC:402; Ensembl:ENSG00000165092	9	9q21.13	aldehyde dehydrogenase 1 family member A1	protein-coding	NA	/
HBTAR000138	9606	217	ALDH2	ALDH-E2; ALDHI; ALDM	OMIM:100650; HGNC:HGNC:404; Ensembl:ENSG00000111275	12	12q24.12	aldehyde dehydrogenase 2 family member	protein-coding	T44282	Clinical Trial target
HBTAR000139	9606	218	ALDH3A1	ALDH3; ALDHIII	OMIM:100660; HGNC:HGNC:405; Ensembl:ENSG00000108602	17	17p11.2	aldehyde dehydrogenase 3 family member A1	protein-coding	NA	/
HBTAR000140	9606	219	ALDH1B1	ALDH5; ALDHX	OMIM:100670; HGNC:HGNC:407; Ensembl:ENSG00000137124	9	9p13.1	aldehyde dehydrogenase 1 family member B1	protein-coding	NA	/
HBTAR000141	9606	220	ALDH1A3	ALDH1A6; ALDH6; MCOP8; RALDH3	OMIM:600463; HGNC:HGNC:409; Ensembl:ENSG00000184254	15	15q26.3	aldehyde dehydrogenase 1 family member A3	protein-coding	NA	/
HBTAR000142	9606	222	ALDH3B2	ALDH8	OMIM:601917; HGNC:HGNC:411; Ensembl:ENSG00000132746	11	11q13.2	aldehyde dehydrogenase 3 family member B2	protein-coding	NA	/
HBTAR000143	9606	223	ALDH9A1	ALDH4; ALDH7; ALDH9; E3; TMABA-DH; TMABADH; TMABALDH	OMIM:602733; HGNC:HGNC:412; Ensembl:ENSG00000143149	1	1q24.1	aldehyde dehydrogenase 9 family member A1	protein-coding	NA	/
HBTAR000144	9606	224	ALDH3A2	ALDH10; FALDH; SLS	OMIM:609523; HGNC:HGNC:403; Ensembl:ENSG00000072210	17	17p11.2	aldehyde dehydrogenase 3 family member A2	protein-coding	T65291	Successful target
HBTAR000145	9606	226	ALDOA	ALDA; GSD12; HEL-S-87p	OMIM:103850; HGNC:HGNC:414; Ensembl:ENSG00000149925	16	16p11.2	"aldolase, fructose-bisphosphate A"	protein-coding	NA	/
HBTAR000146	9606	229	ALDOB	ALDB; ALDO2	OMIM:612724; HGNC:HGNC:417; Ensembl:ENSG00000136872	9	9q31.1	"aldolase, fructose-bisphosphate B"	protein-coding	NA	/
HBTAR000147	9606	230	ALDOC	ALDC	OMIM:103870; HGNC:HGNC:418; Ensembl:ENSG00000109107	17	17q11.2	"aldolase, fructose-bisphosphate C"	protein-coding	NA	/
HBTAR000148	9606	231	AKR1B1	ADR; ALDR1; ALR2; AR	OMIM:103880; HGNC:HGNC:381; Ensembl:ENSG00000085662	7	7q33	aldo-keto reductase family 1 member B	protein-coding	T26623	Successful target
HBTAR000149	9606	238	ALK	CD246; NBLST3	OMIM:105590; HGNC:HGNC:427; Ensembl:ENSG00000171094	2	2p23.2-p23.1	ALK receptor tyrosine kinase	protein-coding	T56418	Successful target
HBTAR000150	9606	239	ALOX12	12-LOX; 12S-LOX; LOG12	OMIM:152391; HGNC:HGNC:429; Ensembl:ENSG00000108839	17	17p13.1	"arachidonate 12-lipoxygenase, 12S type"	protein-coding	T35527	Research target
HBTAR000151	9606	240	ALOX5	5-LO; 5-LOX; 5LPG; LOG5	OMIM:152390; HGNC:HGNC:435; Ensembl:ENSG00000012779	10	10q11.21	arachidonate 5-lipoxygenase	protein-coding	T93566	Discontinued target
HBTAR000152	9606	241	ALOX5AP	FLAP	OMIM:603700; HGNC:HGNC:436; Ensembl:ENSG00000132965	13	13q12.3	arachidonate 5-lipoxygenase activating protein	protein-coding	T46642	Discontinued target
HBTAR000153	9606	242	ALOX12B	12R-LOX; ARCI2	OMIM:603741; HGNC:HGNC:430; Ensembl:ENSG00000179477	17	17p13.1	"arachidonate 12-lipoxygenase, 12R type"	protein-coding	NA	/
HBTAR000154	9606	246	ALOX15	12-LOX; 15-LOX; 15-LOX-1; LOG15	OMIM:152392; HGNC:HGNC:433; Ensembl:ENSG00000161905	17	17p13.2	arachidonate 15-lipoxygenase	protein-coding	T16042	Patented target
HBTAR000155	9606	247	ALOX15B	15-LOX-2	OMIM:603697; HGNC:HGNC:434; Ensembl:ENSG00000179593	17	17p13.1	arachidonate 15-lipoxygenase type B	protein-coding	NA	/
HBTAR000156	9606	248	ALPI	IAP	OMIM:171740; HGNC:HGNC:437; Ensembl:ENSG00000163295	2	2q37.1	"alkaline phosphatase, intestinal"	protein-coding	NA	/
HBTAR000157	9606	249	ALPL	AP-TNAP; APTNAP; HOPS; TNALP; TNAP; TNSALP	OMIM:171760; HGNC:HGNC:438; Ensembl:ENSG00000162551	1	1p36.12	"alkaline phosphatase, biomineralization associated"	protein-coding	T09538	Successful target
HBTAR000158	9606	250	ALPP	ALP; ALPI; IAP; PALP; PLAP; PLAP-1	OMIM:171800; HGNC:HGNC:439; Ensembl:ENSG00000163283	2	2q37.1	"alkaline phosphatase, placental"	protein-coding	NA	/
HBTAR000159	9606	251	ALPG	ALPPL; ALPPL2; GCAP	OMIM:171810; HGNC:HGNC:441; Ensembl:ENSG00000163286	2	2q37.1	"alkaline phosphatase, germ cell"	protein-coding	NA	/
HBTAR000160	9606	257	ALX3	FND; FND1	OMIM:606014; HGNC:HGNC:449; Ensembl:ENSG00000156150	1	1p13.3	ALX homeobox 3	protein-coding	NA	/
HBTAR000161	9606	259	AMBP	A1M; EDC1; HCP; HI30; IATIL; ITI; ITIL; ITILC; UTI	OMIM:176870; HGNC:HGNC:453; Ensembl:ENSG00000106927	9	9q32	alpha-1-microglobulin/bikunin precursor	protein-coding	NA	/
HBTAR000162	9606	262	AMD1	ADOMETDC; AMD; SAMDC	OMIM:180980; HGNC:HGNC:457; Ensembl:ENSG00000123505	6	6q21	adenosylmethionine decarboxylase 1	protein-coding	T55922	Successful target
HBTAR000163	9606	268	AMH	MIF; MIS	OMIM:600957; HGNC:HGNC:464; Ensembl:ENSG00000104899	19	19p13.3	anti-Mullerian hormone	protein-coding	NA	/
HBTAR000164	9606	269	AMHR2	AMHR; MISR2; MISRII; MRII	OMIM:600956; HGNC:HGNC:465; Ensembl:ENSG00000135409	12	12q13.13	anti-Mullerian hormone receptor type 2	protein-coding	T36440	Research target
HBTAR000165	9606	270	AMPD1	MAD; MADA; MMDD	OMIM:102770; HGNC:HGNC:468; Ensembl:ENSG00000116748	1	1p13.2	adenosine monophosphate deaminase 1	protein-coding	NA	/
HBTAR000166	9606	271	AMPD2	PCH9; SPG63	OMIM:102771; HGNC:HGNC:469; Ensembl:ENSG00000116337	1	1p13.3	adenosine monophosphate deaminase 2	protein-coding	NA	/
HBTAR000167	9606	272	AMPD3	-	OMIM:102772; HGNC:HGNC:470; Ensembl:ENSG00000133805	11	11p15.4	adenosine monophosphate deaminase 3	protein-coding	NA	/
HBTAR000168	9606	273	AMPH	AMPH1	OMIM:600418; HGNC:HGNC:471; Ensembl:ENSG00000078053	7	7p14.1	amphiphysin	protein-coding	NA	/
HBTAR000169	9606	274	BIN1	AMPH2; AMPHL; CNM2; SH3P9	OMIM:601248; HGNC:HGNC:1052; Ensembl:ENSG00000136717	2	2q14.3	bridging integrator 1	protein-coding	NA	/
HBTAR000170	9606	275	AMT	GCE; GCST; GCVT; NKH	OMIM:238310; HGNC:HGNC:473; Ensembl:ENSG00000145020	3	3p21.31	aminomethyltransferase	protein-coding	NA	/
HBTAR000171	9606	276	AMY1A	AMY1	OMIM:104700; HGNC:HGNC:474; Ensembl:ENSG00000237763	1	1p21.1	amylase alpha 1A	protein-coding	NA	/
HBTAR000172	9606	278	AMY1C	AMY1	OMIM:104702; HGNC:HGNC:476; Ensembl:ENSG00000187733	1	1p21.1	amylase alpha 1C	protein-coding	NA	/
HBTAR000173	9606	279	AMY2A	AMY2; PA	OMIM:104650; HGNC:HGNC:477; Ensembl:ENSG00000243480	1	1p21.1	amylase alpha 2A	protein-coding	T86918	Clinical Trial target
HBTAR000174	9606	280	AMY2B	AMY2; AMY3; HXA	OMIM:104660; HGNC:HGNC:478; Ensembl:ENSG00000240038	1	1p21.1	amylase alpha 2B	protein-coding	NA	/
HBTAR000175	9606	283	ANG	ALS9; HEL168; RAA1; RNASE4; RNASE5	OMIM:105850; HGNC:HGNC:483; Ensembl:ENSG00000214274	14	14q11.2	angiogenin	protein-coding	T54229	Research target
HBTAR000176	9606	284	ANGPT1	AGP1; AGPT; ANG1	OMIM:601667; HGNC:HGNC:484; Ensembl:ENSG00000154188	8	8q23.1	angiopoietin 1	protein-coding	T44141	Clinical Trial target
HBTAR000177	9606	285	ANGPT2	AGPT2; ANG2	OMIM:601922; HGNC:HGNC:485; Ensembl:ENSG00000091879	8	8p23.1	angiopoietin 2	protein-coding	T21960	Clinical Trial target
HBTAR000178	9606	286	ANK1	ANK; SPH1; SPH2	OMIM:612641; HGNC:HGNC:492; Ensembl:ENSG00000029534	8	8p11.21	ankyrin 1	protein-coding	T88920	Research target
HBTAR000179	9606	287	ANK2	ANK-2; CFAP87; FAP87; LQT4; brank-2	OMIM:106410; HGNC:HGNC:493; Ensembl:ENSG00000145362	4	4q25-q26	ankyrin 2	protein-coding	NA	/
HBTAR000180	9606	288	ANK3	ANKYRIN-G; MRT37	OMIM:600465; HGNC:HGNC:494; Ensembl:ENSG00000151150	10	10q21.2	ankyrin 3	protein-coding	NA	/
HBTAR000181	9606	290	ANPEP	APN; CD13; GP150; LAP1; P150; PEPN	OMIM:151530; HGNC:HGNC:500; Ensembl:ENSG00000166825	15	15q26.1	"alanyl aminopeptidase, membrane"	protein-coding	T67272	Clinical Trial target
HBTAR000182	9606	291	SLC25A4	AAC1; ANT; ANT 1; ANT1; MTDPS12; MTDPS12A; PEO2; PEO3; PEOA2; T1	OMIM:103220; HGNC:HGNC:10990; Ensembl:ENSG00000151729	4	4q35.1	solute carrier family 25 member 4	protein-coding	T68461	Successful target
HBTAR000183	9606	292	SLC25A5	2F1; AAC2; ANT2; T2; T3	OMIM:300150; HGNC:HGNC:10991; Ensembl:ENSG00000005022	X	Xq24	solute carrier family 25 member 5	protein-coding	NA	/
HBTAR000184	9606	293	SLC25A6	AAC3; ANT; ANT 2; ANT 3; ANT3; ANT3Y	OMIM:300151; OMIM:403000; HGNC:HGNC:10992; Ensembl:ENSG00000169100	X|Y	Xp22.33 and Yp11.2	solute carrier family 25 member 6	protein-coding	NA	/
HBTAR000185	9606	301	ANXA1	ANX1; LPC1	OMIM:151690; HGNC:HGNC:533; Ensembl:ENSG00000135046	9	9q21.13	annexin A1	protein-coding	T38161	Successful target
HBTAR000186	9606	302	ANXA2	ANX2; ANX2L4; CAL1H; HEL-S-270; LIP2; LPC2; LPC2D; P36; PAP-IV	OMIM:151740; HGNC:HGNC:537; Ensembl:ENSG00000182718	15	15q22.2	annexin A2	protein-coding	T04386	Research target
HBTAR000187	9606	306	ANXA3	ANX3	OMIM:106490; HGNC:HGNC:541; Ensembl:ENSG00000138772	4	4q21.21	annexin A3	protein-coding	NA	/
HBTAR000188	9606	308	ANXA5	ANX5; ENX2; HEL-S-7; PP4; RPRGL3	OMIM:131230; HGNC:HGNC:543; Ensembl:ENSG00000164111	4	4q27	annexin A5	protein-coding	T72195	Clinical Trial target
HBTAR000189	9606	309	ANXA6	ANX6; CBP68; CPB-II; p68; p70	OMIM:114070; HGNC:HGNC:544; Ensembl:ENSG00000197043	5	5q33.1	annexin A6	protein-coding	NA	/
HBTAR000190	9606	310	ANXA7	ANX7; SNX; SYNEXIN	OMIM:186360; HGNC:HGNC:545; Ensembl:ENSG00000138279	10	10q22.2	annexin A7	protein-coding	NA	/
HBTAR000191	9606	311	ANXA11	ALS23; ANX11; CAP-50; CAP50	OMIM:602572; HGNC:HGNC:535; Ensembl:ENSG00000122359	10	10q22.3	annexin A11	protein-coding	NA	/
HBTAR000192	9606	314	AOC2	DAO2; RAO; SSAO	OMIM:602268; HGNC:HGNC:549; Ensembl:ENSG00000131480	17	17q21.31	amine oxidase copper containing 2	protein-coding	NA	/
HBTAR000193	9606	316	AOX1	AO; AOH1	OMIM:602841; HGNC:HGNC:553; Ensembl:ENSG00000138356	2	2q33.1	aldehyde oxidase 1	protein-coding	T94444	Successful target
HBTAR000194	9606	317	APAF1	APAF-1; CED4	OMIM:602233; HGNC:HGNC:576; Ensembl:ENSG00000120868	12	12q23.1	apoptotic peptidase activating factor 1	protein-coding	NA	/
HBTAR000195	9606	319	APOF	Apo-F; LTIP	OMIM:107760; HGNC:HGNC:615; Ensembl:ENSG00000175336	12	12q13.3	apolipoprotein F	protein-coding	NA	/
HBTAR000196	9606	320	APBA1	D9S411E; LIN10; MINT1; X11; X11A; X11ALPHA	OMIM:602414; HGNC:HGNC:578; Ensembl:ENSG00000107282	9	9q21.12	amyloid beta precursor protein binding family A member 1	protein-coding	NA	/
HBTAR000197	9606	322	APBB1	FE65; MGC:9072; RIR	OMIM:602709; HGNC:HGNC:581; Ensembl:ENSG00000166313	11	11p15.4	amyloid beta precursor protein binding family B member 1	protein-coding	NA	/
HBTAR000198	9606	323	APBB2	FE65L; FE65L1	OMIM:602710; HGNC:HGNC:582; Ensembl:ENSG00000163697	4	4p14-p13	amyloid beta precursor protein binding family B member 2	protein-coding	NA	/
HBTAR000199	9606	324	APC	BTPS2; DESMD; DP2; DP2.5; DP3; GS; PPP1R46	OMIM:611731; HGNC:HGNC:583; Ensembl:ENSG00000134982	5	5q22.2	APC regulator of WNT signaling pathway	protein-coding	NA	/
HBTAR000200	9606	325	APCS	HEL-S-92n; PTX2; SAP	OMIM:104770; HGNC:HGNC:584; Ensembl:ENSG00000132703	1	1q23.2	"amyloid P component, serum"	protein-coding	T37742	Clinical Trial target
HBTAR000201	9606	326	AIRE	AIRE1; APECED; APS1; APSI; PGA1	OMIM:607358; HGNC:HGNC:360; Ensembl:ENSG00000160224	21	21q22.3	autoimmune regulator	protein-coding	NA	/
HBTAR000202	9606	327	APEH	AARE; ACPH; APH; D3F15S2; D3S48E; DNF15S2; OPH	OMIM:102645; HGNC:HGNC:586; Ensembl:ENSG00000164062	3	3p21.31	acylaminoacyl-peptide hydrolase	protein-coding	T57421	Research target
HBTAR000203	9606	328	APEX1	APE; APE1; APEN; APEX; APX; HAP1; REF1	OMIM:107748; HGNC:HGNC:587; Ensembl:ENSG00000100823	14	14q11.2	apurinic/apyrimidinic endodeoxyribonuclease 1	protein-coding	T13348	Clinical Trial target
HBTAR000204	9606	329	BIRC2	API1; HIAP2; Hiap-2; MIHB; RNF48; c-IAP1; cIAP1	OMIM:601712; HGNC:HGNC:590; Ensembl:ENSG00000110330	11	11q22.2	baculoviral IAP repeat containing 2	protein-coding	T84780	Clinical Trial target
HBTAR000205	9606	330	BIRC3	AIP1; API2; CIAP2; HAIP1; HIAP1; IAP-1; MALT2; MIHC; RNF49; c-IAP2	OMIM:601721; HGNC:HGNC:591; Ensembl:ENSG00000023445	11	11q22.2	baculoviral IAP repeat containing 3	protein-coding	T59479	Research target
HBTAR000206	9606	331	XIAP	API3; BIRC4; IAP-3; ILP1; MIHA; XLP2; hIAP-3; hIAP3	OMIM:300079; HGNC:HGNC:592; Ensembl:ENSG00000101966	X	Xq25	X-linked inhibitor of apoptosis	protein-coding	T81892	Clinical Trial target
HBTAR000207	9606	332	BIRC5	API4; EPR-1	OMIM:603352; HGNC:HGNC:593; Ensembl:ENSG00000089685	17	17q25.3	baculoviral IAP repeat containing 5	protein-coding	T60688	Research target
HBTAR000208	9606	333	APLP1	APLP	OMIM:104775; HGNC:HGNC:597; Ensembl:ENSG00000105290	19	19q13.12	amyloid beta precursor like protein 1	protein-coding	NA	/
HBTAR000209	9606	334	APLP2	APLP-2; APPH; APPL2; CDEBP	OMIM:104776; HGNC:HGNC:598; Ensembl:ENSG00000084234	11	11q24.3	amyloid beta precursor like protein 2	protein-coding	NA	/
HBTAR000210	9606	335	APOA1	HPALP2; apo(a)	OMIM:107680; HGNC:HGNC:600; Ensembl:ENSG00000118137	11	11q23.3	apolipoprotein A1	protein-coding	T90163	Research target
HBTAR000211	9606	336	APOA2	Apo-AII; ApoA-II; apoAII	OMIM:107670; HGNC:HGNC:601; Ensembl:ENSG00000158874	1	1q23.3	apolipoprotein A2	protein-coding	T75655	Research target
HBTAR000212	9606	337	APOA4	-	OMIM:107690; HGNC:HGNC:602; Ensembl:ENSG00000110244	11	11q23.3	apolipoprotein A4	protein-coding	T68829	Research target
HBTAR000213	9606	338	APOB	FCHL2; FLDB; LDLCQ4; apoB-100; apoB-48	OMIM:107730; HGNC:HGNC:603; Ensembl:ENSG00000084674	2	2p24.1	apolipoprotein B	protein-coding	T09507	Successful target
HBTAR000214	9606	343	AQP8	AQP-8	OMIM:603750; HGNC:HGNC:642; Ensembl:ENSG00000103375	16	16p12.1	aquaporin 8	protein-coding	NA	/
HBTAR000215	9606	344	APOC2	APO-CII; APOC-II	OMIM:608083; HGNC:HGNC:609; Ensembl:ENSG00000234906	19	19q13.32	apolipoprotein C2	protein-coding	NA	/
HBTAR000216	9606	345	APOC3	APOCIII	OMIM:107720; HGNC:HGNC:610; Ensembl:ENSG00000110245	11	11q23.3	apolipoprotein C3	protein-coding	T86115	Clinical Trial target
HBTAR000217	9606	347	APOD	-	OMIM:107740; HGNC:HGNC:612; Ensembl:ENSG00000189058	3	3q29	apolipoprotein D	protein-coding	NA	/
HBTAR000218	9606	348	APOE	AD2; APO-E; ApoE4; LDLCQ5; LPG	OMIM:107741; HGNC:HGNC:613; Ensembl:ENSG00000130203	19	19q13.32	apolipoprotein E	protein-coding	T21689	Clinical Trial target
HBTAR000219	9606	350	APOH	B2G1; B2GP1; BG	OMIM:138700; HGNC:HGNC:616; Ensembl:ENSG00000091583	17	17q24.2	apolipoprotein H	protein-coding	T86885	Discontinued target
HBTAR000220	9606	351	APP	AAA; ABETA; ABPP; AD1; APPI; CTFgamma; CVAP; PN-II; PN2; preA4	OMIM:104760; HGNC:HGNC:620; Ensembl:ENSG00000142192	21	21q21.3	amyloid beta precursor protein	protein-coding	T87024	Successful target
HBTAR000221	9606	353	APRT	AMP; APRTD	OMIM:102600; HGNC:HGNC:626; Ensembl:ENSG00000198931	16	16q24.3	adenine phosphoribosyltransferase	protein-coding	NA	/
HBTAR000222	9606	354	KLK3	APS; KLK2A1; PSA; hK3	OMIM:176820; HGNC:HGNC:6364; Ensembl:ENSG00000142515	19	19q13.33	kallikrein related peptidase 3	protein-coding	T36935	Clinical Trial target
HBTAR000223	9606	355	FAS	ALPS1A; APO-1; APT1; CD95; FAS1; FASTM; TNFRSF6	OMIM:134637; HGNC:HGNC:11920; Ensembl:ENSG00000026103	10	10q23.31	Fas cell surface death receptor	protein-coding	T14592	Clinical Trial target
HBTAR000224	9606	356	FASLG	ALPS1B; APT1LG1; APTL; CD178; CD95-L; CD95L; FASL; TNFSF6; TNLG1A	OMIM:134638; HGNC:HGNC:11936; Ensembl:ENSG00000117560	1	1q24.3	Fas ligand	protein-coding	T64245	Research target
HBTAR000225	9606	358	AQP1	AQP-CHIP; CHIP28; CO	OMIM:107776; HGNC:HGNC:633; Ensembl:ENSG00000240583	7	7p14.3	aquaporin 1 (Colton blood group)	protein-coding	T44057	Research target
HBTAR000226	9606	359	AQP2	AQP-CD; WCH-CD	OMIM:107777; HGNC:HGNC:634; Ensembl:ENSG00000167580	12	12q13.12	aquaporin 2	protein-coding	NA	/
HBTAR000227	9606	360	AQP3	AQP-3; GIL	OMIM:600170; HGNC:HGNC:636; Ensembl:ENSG00000165272	9	9p13.3	aquaporin 3 (Gill blood group)	protein-coding	T86226	Research target
HBTAR000228	9606	361	AQP4	MIWC; WCH4	OMIM:600308; HGNC:HGNC:637; Ensembl:ENSG00000171885	18	18q11.2	aquaporin 4	protein-coding	NA	/
HBTAR000229	9606	362	AQP5	AQP-5; PPKB	OMIM:600442; HGNC:HGNC:638; Ensembl:ENSG00000161798	12	12q13.12	aquaporin 5	protein-coding	NA	/
HBTAR000230	9606	363	AQP6	AQP2L; KID	OMIM:601383; HGNC:HGNC:639; Ensembl:ENSG00000086159	12	12q13.12	aquaporin 6	protein-coding	NA	/
HBTAR000231	9606	364	AQP7	AQP7L; AQPap; GLYCQTL	OMIM:602974; HGNC:HGNC:640; Ensembl:ENSG00000165269	9	9p13.3	aquaporin 7	protein-coding	T94438	Research target
HBTAR000232	9606	366	AQP9	AQP-9; HsT17287; SSC1; T17287	OMIM:602914; HGNC:HGNC:643; Ensembl:ENSG00000103569	15	15q21.3	aquaporin 9	protein-coding	T79566	Research target
HBTAR000233	9606	367	AR	AIS; AR8; DHTR; HUMARA; HYSP1; KD; NR3C4; SBMA; SMAX1; TFM	OMIM:313700; HGNC:HGNC:644; Ensembl:ENSG00000169083	X	Xq12	androgen receptor	protein-coding	T46521	Clinical Trial target
HBTAR000234	9606	368	ABCC6	ABC34; ARA; EST349056; GACI2; MLP1; MOAT-E; MOATE; MRP6; PXE; PXE1; URG7	OMIM:603234; HGNC:HGNC:57; Ensembl:ENSG00000091262	16	16p13.11	ATP binding cassette subfamily C member 6	protein-coding	NA	/
HBTAR000235	9606	369	ARAF	A-RAF; ARAF1; PKS2; RAFA1	OMIM:311010; HGNC:HGNC:646; Ensembl:ENSG00000078061	X	Xp11.3	"A-Raf proto-oncogene, serine/threonine kinase"	protein-coding	T88430	Clinical Trial target
HBTAR000236	9606	373	TRIM23	ARD1; ARFD1; RNF46	OMIM:601747; HGNC:HGNC:660; Ensembl:ENSG00000113595	5	5q12.3	tripartite motif containing 23	protein-coding	NA	/
HBTAR000237	9606	375	ARF1	PVNH8	OMIM:103180; HGNC:HGNC:652; Ensembl:ENSG00000143761	1	1q42.13	ADP ribosylation factor 1	protein-coding	T47351	Research target
HBTAR000238	9606	377	ARF3	-	OMIM:103190; HGNC:HGNC:654; Ensembl:ENSG00000134287	12	12q13.12	ADP ribosylation factor 3	protein-coding	NA	/
HBTAR000239	9606	378	ARF4	ARF2	OMIM:601177; HGNC:HGNC:655; Ensembl:ENSG00000168374	3	3p14.3	ADP ribosylation factor 4	protein-coding	NA	/
HBTAR000240	9606	379	ARL4D	ARF4L; ARL6	OMIM:600732; HGNC:HGNC:656; Ensembl:ENSG00000175906	17	17q21.31	ADP ribosylation factor like GTPase 4D	protein-coding	NA	/
HBTAR000241	9606	381	ARF5	-	OMIM:103188; HGNC:HGNC:658; Ensembl:ENSG00000004059	7	7q32.1	ADP ribosylation factor 5	protein-coding	NA	/
HBTAR000242	9606	382	ARF6	-	OMIM:600464; HGNC:HGNC:659; Ensembl:ENSG00000165527	14	14q21.3	ADP ribosylation factor 6	protein-coding	NA	/
HBTAR000243	9606	383	ARG1	-	OMIM:608313; HGNC:HGNC:663; Ensembl:ENSG00000118520	6	6q23.2	arginase 1	protein-coding	NA	/
HBTAR000244	9606	384	ARG2	-	OMIM:107830; HGNC:HGNC:664; Ensembl:ENSG00000081181	14	14q24.1	arginase 2	protein-coding	T36806	Clinical Trial target
HBTAR000245	9606	387	RHOA	ARH12; ARHA; EDFAOB; RHO12; RHOH12	OMIM:165390; HGNC:HGNC:667; Ensembl:ENSG00000067560	3	3p21.31	ras homolog family member A	protein-coding	T96736	Discontinued target
HBTAR000246	9606	388	RHOB	ARH6; ARHB; MST081; MSTP081; RHOH6	OMIM:165370; HGNC:HGNC:668; Ensembl:ENSG00000143878	2	2p24.1	ras homolog family member B	protein-coding	T58361	Research target
HBTAR000247	9606	389	RHOC	ARH9; ARHC; H9; RHOH9	OMIM:165380; HGNC:HGNC:669; Ensembl:ENSG00000155366	1	1p13.2	ras homolog family member C	protein-coding	NA	/
HBTAR000248	9606	390	RND3	ARHE; Rho8; RhoE; memB	OMIM:602924; HGNC:HGNC:671; Ensembl:ENSG00000115963	2	2q23.3	Rho family GTPase 3	protein-coding	NA	/
HBTAR000249	9606	391	RHOG	ARHG	OMIM:179505; HGNC:HGNC:672; Ensembl:ENSG00000177105	11	11p15.4	ras homolog family member G	protein-coding	NA	/
HBTAR000250	9606	392	ARHGAP1	CDC42GAP; RHOGAP; RHOGAP1; p50rhoGAP	OMIM:602732; HGNC:HGNC:673; Ensembl:ENSG00000175220	11	11p11.2	Rho GTPase activating protein 1	protein-coding	NA	/
HBTAR000251	9606	393	ARHGAP4	C1; RGC1; RhoGAP4; SrGAP4; p115	OMIM:300023; HGNC:HGNC:674; Ensembl:ENSG00000089820	X	Xq28	Rho GTPase activating protein 4	protein-coding	NA	/
HBTAR000252	9606	394	ARHGAP5	GFI2; RhoGAP5; p190-B; p190BRhoGAP	OMIM:602680; HGNC:HGNC:675; Ensembl:ENSG00000100852	14	14q12	Rho GTPase activating protein 5	protein-coding	NA	/
HBTAR000253	9606	396	ARHGDIA	GDIA1; HEL-S-47e; NPHS8; RHOGDI; RHOGDI-1	OMIM:601925; HGNC:HGNC:678; Ensembl:ENSG00000141522	17	17q25.3	Rho GDP dissociation inhibitor alpha	protein-coding	NA	/
HBTAR000254	9606	397	ARHGDIB	D4; GDIA2; GDID4; LYGDI; Ly-GDI; RAP1GN1; RhoGDI2	OMIM:602843; HGNC:HGNC:679; Ensembl:ENSG00000111348	12	12p12.3	Rho GDP dissociation inhibitor beta	protein-coding	NA	/
HBTAR000255	9606	399	RHOH	ARHH; TTF	OMIM:602037; HGNC:HGNC:686; Ensembl:ENSG00000168421	4	4p14	ras homolog family member H	protein-coding	NA	/
HBTAR000256	9606	400	ARL1	ARFL1	OMIM:603425; HGNC:HGNC:692; Ensembl:ENSG00000120805	12	12q23.2	ADP ribosylation factor like GTPase 1	protein-coding	NA	/
