Gene.Symbol,Description,Category,Uniprot.ID,Gifts,GC.Id,Relevance.score,GeneCards.Link
RAF1,"Raf-1 Proto-Oncogene, Serine/Threonine Kinase",Protein Coding,P04049,61,GC03M012583,52.3139305114746,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAF1
MIR215,MicroRNA 215,RNA Gene,"",22,GC01M220117,52.2302169799805,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR215
SMARCB1,"SWI/SNF Related, Matrix Associated, Actin Dependent Regulator Of Chromatin, Subfamily B, Member 1",Protein Coding,Q12824,53,GC22P023786,51.7860794067383,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMARCB1
MIR200B,MicroRNA 200b,RNA Gene,"",24,GC01P001167,51.727596282959,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR200B
CASP10,Caspase 10,Protein Coding,Q92851,55,GC02P201182,51.7120132446289,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP10
SNHG12,Small Nucleolar RNA Host Gene 12,RNA Gene,Q9BXW3,26,GC01M029456,51.5958442687988,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNHG12
MIR31HG,MIR31 Host Gene,RNA Gene,"",22,GC09M021947,51.4180068969727,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR31HG
SOX2-OT,SOX2 Overlapping Transcript,RNA Gene,"",29,GC03P180989,51.1986846923828,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOX2-OT
AFAP1-AS1,AFAP1 Antisense RNA 1,RNA Gene,"",21,GC04P007761,51.1582679748535,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AFAP1-AS1
YAP1,Yes1 Associated Transcriptional Regulator,Protein Coding,P46937,54,GC11P102110,51.1284866333008,https://www.genecards.org/cgi-bin/carddisp.pl?gene=YAP1
HAGLR,HOXD Antisense Growth-Associated Long Non-Coding RNA,RNA Gene,"",21,GC02M176172,50.9080810546875,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HAGLR
MIR148A,MicroRNA 148a,RNA Gene,"",22,GC07M025950,50.6802711486816,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR148A
CRNDE,Colorectal Neoplasia Differentially Expressed,RNA Gene,"",24,GC16M054924,50.6539726257324,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRNDE
HNF1A-AS1,HNF1A Antisense RNA 1,RNA Gene,"",22,GC12M122829,50.6021423339844,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNF1A-AS1
PANDAR,Promoter Of CDKN1A Antisense DNA Damage Activated RNA,RNA Gene,"",14,GC06M036673,50.3861236572266,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PANDAR
PRNCR1,Prostate Cancer Associated Non-Coding RNA 1,RNA Gene,"",16,GC08P127079,50.355396270752,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRNCR1
MIR192,MicroRNA 192,RNA Gene,"",24,GC11M064891,50.275032043457,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR192
MIR107,MicroRNA 107,RNA Gene,"",22,GC10M089604,50.0449447631836,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR107
LINC00673,Long Intergenic Non-Protein Coding RNA 673,RNA Gene,"",17,GC17M072290,50.0403442382813,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00673
VHL,Von Hippel-Lindau Tumor Suppressor,Protein Coding,P40337,54,GC03P014626,50.0258560180664,https://www.genecards.org/cgi-bin/carddisp.pl?gene=VHL
MUC4,"Mucin 4, Cell Surface Associated",Protein Coding,Q99102,47,GC03M195746,49.7950325012207,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MUC4
MKI67,Marker Of Proliferation Ki-67,Protein Coding,P46013,51,GC10M128096,49.7424964904785,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MKI67
MIR195,MicroRNA 195,RNA Gene,"",22,GC17M013477,49.6408920288086,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR195
MIR24-1,MicroRNA 24-1,RNA Gene,"",21,GC09P095086,49.6366119384766,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR24-1
NFE2L2,NFE2 Like BZIP Transcription Factor 2,Protein Coding,Q16236,58,GC02M177227,49.545467376709,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFE2L2
TP53COR1,Tumor Protein P53 Pathway Corepressor 1,RNA Gene,"",9,GC06U903133,49.3258323669434,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TP53COR1
MIR29A,MicroRNA 29a,RNA Gene,"",24,GC07M130876,49.2786026000977,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR29A
JUN,"Jun Proto-Oncogene, AP-1 Transcription Factor Subunit",Protein Coding,P05412,56,GC01M058780,49.1631813049316,https://www.genecards.org/cgi-bin/carddisp.pl?gene=JUN
MIR10B,MicroRNA 10b,RNA Gene,"",25,GC02P176150,49.0068893432617,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR10B
PTENP1,Phosphatase And Tensin Homolog Pseudogene 1,Pseudogene,"",22,GC09M033673,48.9453201293945,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTENP1
FAS,Fas Cell Surface Death Receptor,Protein Coding,P25445,57,GC10P098532,48.815845489502,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAS
FANCI,FA Complementation Group I,Protein Coding,Q9NVI1,49,GC15P089243,48.8097686767578,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FANCI
MIR210,MicroRNA 210,RNA Gene,"",24,GC11M007939,48.7397384643555,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR210
XRCC2,X-Ray Repair Cross Complementing 2,Protein Coding,O43543,47,GC07M152644,48.6714134216309,https://www.genecards.org/cgi-bin/carddisp.pl?gene=XRCC2
CASC8,Cancer Susceptibility 8,RNA Gene,"",18,GC08M133872,48.6363487243652,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASC8
MIR18A,MicroRNA 18a,RNA Gene,"",21,GC13P091622,48.5829887390137,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR18A
SNHG7,Small Nucleolar RNA Host Gene 7,RNA Gene,"",24,GC09M138183,48.5154304504395,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNHG7
MIR199A1,MicroRNA 199a-1,RNA Gene,"",22,GC19M010817,48.3162231445313,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR199A1
ERCC2,"ERCC Excision Repair 2, TFIIH Core Complex Helicase Subunit",Protein Coding,P18074,54,GC19M045349,48.2888603210449,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERCC2
BCYRN1,Brain Cytoplasmic RNA 1,RNA Gene,"",22,GC02P047253,48.2009010314941,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCYRN1
CEACAM5,CEA Cell Adhesion Molecule 5,Protein Coding,P06731,50,GC19P083353,47.9512252807617,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEACAM5
GAPLINC,"Gastric Adenocarcinoma Associated, Positive CD44 Regulator, Long Intergenic Non-Coding RNA",RNA Gene,"",18,GC18P003467,47.8784027099609,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAPLINC
MIR146B,MicroRNA 146b,RNA Gene,"",24,GC10P102436,47.7958602905273,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR146B
MIR182,MicroRNA 182,RNA Gene,"",24,GC07M129770,47.7633171081543,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR182
BCL2,BCL2 Apoptosis Regulator,Protein Coding,P10415,58,GC18M063123,47.7472724914551,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL2
ARID1A,AT-Rich Interaction Domain 1A,Protein Coding,O14497,52,GC01P026693,47.6871452331543,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARID1A
VEGFC,Vascular Endothelial Growth Factor C,Protein Coding,P49767,54,GC04M176683,47.617603302002,https://www.genecards.org/cgi-bin/carddisp.pl?gene=VEGFC
PTGS2,Prostaglandin-Endoperoxide Synthase 2,Protein Coding,P35354,56,GC01M186671,47.4520492553711,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGS2
SNHG5,Small Nucleolar RNA Host Gene 5,RNA Gene,"",24,GC06M085650,47.3481979370117,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNHG5
MUC16,"Mucin 16, Cell Surface Associated",Protein Coding,Q8WXI7,44,GC19M008848,47.1570587158203,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MUC16
LNCRNA-ATB,LncRNA Activated By TGF-Beta,RNA Gene,"",8,GC14P038936,47.138786315918,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LNCRNA-ATB
ZFHX3,Zinc Finger Homeobox 3,Protein Coding,Q15911,49,GC16M072782,47.1378364562988,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZFHX3
DHFR,Dihydrofolate Reductase,Protein Coding,P00374,55,GC05M080626,47.0595092773438,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DHFR
PPARG,Peroxisome Proliferator Activated Receptor Gamma,Protein Coding,P37231,60,GC03P012287,47.0029525756836,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPARG
MIR100,MicroRNA 100,RNA Gene,"",24,GC11M122152,46.9307594299316,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR100
LINC00261,Long Intergenic Non-Protein Coding RNA 261,RNA Gene,"",24,GC20M022529,46.6228256225586,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00261
BLACAT1,BLACAT1 Overlapping LEMD1 Locus,Protein Coding,"",16,GC01M205434,46.6190223693848,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BLACAT1
RAD51,RAD51 Recombinase,Protein Coding,Q06609,57,GC15P040694,46.6051216125488,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAD51
FENDRR,FOXF1 Adjacent Non-Coding Developmental Regulatory RNA,RNA Gene,"",22,GC16M086511,46.5545349121094,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FENDRR
GALNT12,Polypeptide N-Acetylgalactosaminyltransferase 12,Protein Coding,Q8IXK2,46,GC09P098807,46.524600982666,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALNT12
FASLG,Fas Ligand,Protein Coding,P48023,55,GC01P172659,46.4651985168457,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FASLG
TNF,Tumor Necrosis Factor,Protein Coding,P01375,58,GC06P104098,46.3773574829102,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNF
IDH1,Isocitrate Dehydrogenase (NADP(+)) 1,Protein Coding,O75874,60,GC02M208236,46.3329429626465,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IDH1
MIR22,MicroRNA 22,RNA Gene,"",24,GC17M001713,46.3161239624023,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR22
MIR24-2,MicroRNA 24-2,RNA Gene,"",22,GC19M015529,46.2026138305664,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR24-2
MIR15A,MicroRNA 15a,RNA Gene,"",18,GC13M050049,46.181827545166,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR15A
MIR200A,MicroRNA 200a,RNA Gene,"",23,GC01P005251,46.1639213562012,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR200A
CBR3-AS1,CBR3 Antisense RNA 1,RNA Gene,"",21,GC21M036090,45.8590087890625,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBR3-AS1
IL6,Interleukin 6,Protein Coding,P05231,58,GC07P022725,45.7698707580566,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL6
CDC73,Cell Division Cycle 73,Protein Coding,Q6P1J9,53,GC01P193121,45.75537109375,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC73
MIR29C,MicroRNA 29c,RNA Gene,"",21,GC01M207820,45.7140045166016,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR29C
MIR139,MicroRNA 139,RNA Gene,"",24,GC11M072615,45.6988868713379,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR139
FRGCA,"FOXM1-Regulated, Gastric Cancer Associated",RNA Gene,"",17,GC21M043141,45.5687866210938,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FRGCA
AURKA,Aurora Kinase A,Protein Coding,O14965,58,GC20M056370,45.5592880249023,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AURKA
SDHC,Succinate Dehydrogenase Complex Subunit C,Protein Coding,Q99643,50,GC01P161314,45.5538635253906,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDHC
SRC,"SRC Proto-Oncogene, Non-Receptor Tyrosine Kinase",Protein Coding,P12931,58,GC20P037344,45.2110443115234,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRC
MIR204,MicroRNA 204,RNA Gene,"",25,GC09M070809,45.1837997436523,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR204
CASC15,Cancer Susceptibility 15,RNA Gene,"",21,GC06P021676,45.1808738708496,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASC15
HIF1A,Hypoxia Inducible Factor 1 Subunit Alpha,Protein Coding,Q16665,55,GC14P061695,45.0774803161621,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HIF1A
MIR99A,MicroRNA 99a,RNA Gene,"",24,GC21P016539,45.0406494140625,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR99A
SNHG20,Small Nucleolar RNA Host Gene 20,RNA Gene,"",24,GC17P080065,44.9794464111328,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNHG20
SNHG15,Small Nucleolar RNA Host Gene 15,RNA Gene,"",24,GC07M044983,44.9102020263672,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNHG15
ERBB4,Erb-B2 Receptor Tyrosine Kinase 4,Protein Coding,Q15303,61,GC02M211375,44.8603820800781,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERBB4
MIR30E,MicroRNA 30e,RNA Gene,"",25,GC01P040754,44.7211837768555,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR30E
MIR183,MicroRNA 183,RNA Gene,"",21,GC07M129861,44.6455039978027,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR183
BUB1B,BUB1 Mitotic Checkpoint Serine/Threonine Kinase B,Protein Coding,O60566,57,GC15P040161,44.6398658752441,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BUB1B
IL2,Interleukin 2,Protein Coding,P60568,52,GC04M122451,44.1862754821777,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL2
PMS1,"PMS1 Homolog 1, Mismatch Repair System Component",Protein Coding,P54277,48,GC02P189784,44.0693206787109,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PMS1
XRCC3,X-Ray Repair Cross Complementing 3,Protein Coding,O43542,49,GC14M103697,44.0264358520508,https://www.genecards.org/cgi-bin/carddisp.pl?gene=XRCC3
MSR1,Macrophage Scavenger Receptor 1,Protein Coding,P21757,52,GC08M016107,43.848030090332,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSR1
FEZF1-AS1,FEZF1 Antisense RNA 1,RNA Gene,"",20,GC07P122303,43.8352966308594,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FEZF1-AS1
PPP2R1A,Protein Phosphatase 2 Scaffold Subunit Aalpha,Protein Coding,P30153,55,GC19P083787,43.8072052001953,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP2R1A
MIRLET7D,MicroRNA Let-7d,RNA Gene,"",25,GC09P094178,43.7172203063965,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIRLET7D
ATR,ATR Serine/Threonine Kinase,Protein Coding,Q13535,60,GC03M142449,43.6845512390137,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATR
TINCR,TINCR Ubiquitin Domain Containing,Protein Coding,A0A2R8Y7D0,29,GC19M005558,43.6627006530762,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TINCR
MIR9-1,MicroRNA 9-1,RNA Gene,"",23,GC01M156420,43.5659713745117,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR9-1
MIR335,MicroRNA 335,RNA Gene,"",22,GC07P130496,43.5237274169922,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR335
MIRLET7B,MicroRNA Let-7b,RNA Gene,"",23,GC22P052689,43.3963966369629,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIRLET7B
MIR149,MicroRNA 149,RNA Gene,"",25,GC02P240456,43.2766494750977,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR149
DRAIC,"Downregulated RNA In Cancer, Inhibitor Of Cell Invasion And Migration",RNA Gene,"",17,GC15P132657,43.1607437133789,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DRAIC
SMAD7,SMAD Family Member 7,Protein Coding,O15105,50,GC18M048919,43.1116256713867,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMAD7
MIR127,MicroRNA 127,RNA Gene,"",24,GC14P112022,43.1090850830078,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR127
MAP3K6,Mitogen-Activated Protein Kinase Kinase Kinase 6,Protein Coding,O95382,48,GC01M029380,43.1048431396484,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP3K6
TGFB1,Transforming Growth Factor Beta 1,Protein Coding,P01137,60,GC19M041301,43.0813598632813,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGFB1
RUNX1,RUNX Family Transcription Factor 1,Protein Coding,Q01196,56,GC21M034787,42.986442565918,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RUNX1
PIK3R1,Phosphoinositide-3-Kinase Regulatory Subunit 1,Protein Coding,P27986,58,GC05P068215,42.8622970581055,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3R1
RNASEL,Ribonuclease L,Protein Coding,Q05823,50,GC01M182573,42.8237571716309,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNASEL
HOXA-AS2,HOXA Cluster Antisense RNA 2,RNA Gene,"",21,GC07P027107,42.6491088867188,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOXA-AS2
RMRP,RNA Component Of Mitochondrial RNA Processing Endoribonuclease,RNA Gene,"",26,GC09M035655,42.6284484863281,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RMRP
DNMT3A,DNA Methyltransferase 3 Alpha,Protein Coding,Q9Y6K1,58,GC02M025228,42.6021537780762,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNMT3A
MIR423,MicroRNA 423,RNA Gene,"",21,GC17P030117,42.5926666259766,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR423
B2M,Beta-2-Microglobulin,Protein Coding,P61769,56,GC15P044711,42.4400177001953,https://www.genecards.org/cgi-bin/carddisp.pl?gene=B2M
CXCL8,C-X-C Motif Chemokine Ligand 8,Protein Coding,P10145,50,GC04P073740,42.4120254516602,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL8
NPTN-IT1,NPTN Intronic Transcript 1,RNA Gene,"",16,GC15M073566,42.3881683349609,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPTN-IT1
EGOT,Eosinophil Granule Ontogeny Transcript,RNA Gene,"",24,GC03M004740,42.368049621582,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EGOT
CREBBP,CREB Binding Protein,Protein Coding,Q92793,61,GC16M010660,42.357421875,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CREBBP
TUSC7,Tumor Suppressor Candidate 7,RNA Gene,"",20,GC03P116647,42.3517990112305,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUSC7
FANCM,FA Complementation Group M,Protein Coding,Q8IYD8,49,GC14P045135,42.207088470459,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FANCM
CDKN1A,Cyclin Dependent Kinase Inhibitor 1A,Protein Coding,P38936,56,GC06P104241,42.12841796875,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN1A
IGF2,Insulin Like Growth Factor 2,Protein Coding,P01344,56,GC11M008042,42.1168556213379,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGF2
MIR140,MicroRNA 140,RNA Gene,"",26,GC16P069934,42.0938911437988,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR140
EGFR-AS1,EGFR Antisense RNA 1,RNA Gene,"",20,GC07M055179,42.0121612548828,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EGFR-AS1
MIR373,MicroRNA 373,RNA Gene,"",22,GC19P083882,41.9625396728516,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR373
WT1-AS,WT1 Antisense RNA,RNA Gene,Q06250,32,GC11P032434,41.8897705078125,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WT1-AS
MIR181A1,MicroRNA 181a-1,RNA Gene,"",21,GC01M198860,41.8528518676758,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR181A1
DLEU1,Deleted In Lymphocytic Leukemia 1,RNA Gene,O43261,33,GC13P050286,41.8207664489746,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLEU1
RINT1,RAD50 Interactor 1,Protein Coding,Q6NUQ1,45,GC07P105532,41.5163688659668,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RINT1
RECQL4,RecQ Like Helicase 4,Protein Coding,O94761,48,GC08M146085,41.5042877197266,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RECQL4
MIR142,MicroRNA 142,RNA Gene,"",24,GC17M058331,41.470043182373,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR142
MIR23A,MicroRNA 23a,RNA Gene,"",24,GC19M015531,41.3818778991699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR23A
HIF1A-AS2,HIF1A Antisense RNA 2,RNA Gene,"",18,GC14M061747,41.3254203796387,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HIF1A-AS2
ZEB2,Zinc Finger E-Box Binding Homeobox 2,Protein Coding,O60315,54,GC02M144384,41.2762222290039,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZEB2
NF2,"NF2, Moesin-Ezrin-Radixin Like (MERLIN) Tumor Suppressor",Protein Coding,P35240,56,GC22P029603,41.1973648071289,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NF2
MIR224,MicroRNA 224,RNA Gene,"",19,GC0XM151958,41.1732559204102,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR224
POT1,Protection Of Telomeres 1,Protein Coding,Q9NUX5,49,GC07M124822,41.0316772460938,https://www.genecards.org/cgi-bin/carddisp.pl?gene=POT1
MIR23B,MicroRNA 23b,RNA Gene,"",22,GC09P095085,40.8973388671875,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR23B
CDK2,Cyclin Dependent Kinase 2,Protein Coding,P24941,58,GC12P055966,40.8422241210938,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK2
ITGB1,Integrin Subunit Beta 1,Protein Coding,P05556,57,GC10M034478,40.8126831054688,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGB1
SNHG6,Small Nucleolar RNA Host Gene 6,RNA Gene,"",22,GC08M066921,40.635124206543,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNHG6
MIR96,MicroRNA 96,RNA Gene,"",23,GC07M129774,40.6287612915039,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR96
MIR133B,MicroRNA 133b,RNA Gene,"",24,GC06P052148,40.5654563903809,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR133B
TFF1,Trefoil Factor 1,Protein Coding,P04155,49,GC21M042362,40.4628372192383,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFF1
ERCC5,"ERCC Excision Repair 5, Endonuclease",Protein Coding,P28715,52,GC13P102845,40.4602546691895,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERCC5
TERC,Telomerase RNA Component,RNA Gene,"",31,GC03M169765,40.3732566833496,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TERC
MIR320A,MicroRNA 320a,RNA Gene,"",24,GC08M022288,40.3195533752441,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR320A
MMP9,Matrix Metallopeptidase 9,Protein Coding,P14780,60,GC20P046008,40.2499542236328,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP9
DUXAP9,Double Homeobox A Pseudogene 9,Pseudogene,"",11,GC14P038121,40.2342414855957,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUXAP9
PIK3CG,"Phosphatidylinositol-4,5-Bisphosphate 3-Kinase Catalytic Subunit Gamma",Protein Coding,P48736,56,GC07P106865,40.1778717041016,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3CG
GSTM1,Glutathione S-Transferase Mu 1,Protein Coding,P09488,49,GC01P109687,40.0398826599121,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSTM1
